RATE,GROSS AMT,PCS,Style,Discount/Charges
356.25,338,1,JNE3449,-5.399408284
356.25,338,1,JNE3449,-5.399408284
393.75,374,1,JNE3225,-5.280748663
462.5,439,1,JNE3555,-5.353075171
462.5,439,1,JNE3716,-5.353075171
462.5,439,1,JNE3716,-5.353075171
462.5,439,1,JNE3716,-5.353075171
525,499,1,JNE3760,-5.210420842
525,499,1,JNE3760,-5.210420842
525,499,1,JNE3760,-5.210420842
562.5,534,1,J0097,-5.337078652
562.5,534,1,J0097,-5.337078652
368.75,350,1,BTM042,-5.357142857
393.75,374,1,BTM043,-5.280748663
537.5,511,1,JNE3376,-5.18590998
537.5,511,1,JNE3376,-5.18590998
537.5,511,1,JNE3376,-5.18590998
537.5,511,1,JNE3376,-5.18590998
537.5,511,1,JNE3376,-5.18590998
462.5,439,1,JNE3548,-5.353075171
462.5,439,1,JNE3548,-5.353075171
462.5,439,1,JNE3548,-5.353075171
462.5,439,1,JNE3548,-5.353075171
462.5,439,1,JNE3548,-5.353075171
462.5,439,1,JNE3548,-5.353075171
293.75,279,1,JNE3480,-5.286738351
293.75,279,1,JNE3480,-5.286738351
525,499,1,JNE1525,-5.210420842
525,499,1,JNE1525,-5.210420842
525,499,1,JNE1525,-5.210420842
525,499,1,JNE1525,-5.210420842
525,499,1,JNE1525,-5.210420842
293.75,279,1,JNE3428,-5.286738351
293.75,279,1,JNE3428,-5.286738351
293.75,279,1,JNE3428,-5.286738351
462.5,439,1,JNE3556,-5.353075171
462.5,439,1,JNE3556,-5.353075171
462.5,439,1,JNE3556,-5.353075171
462.5,439,1,JNE3556,-5.353075171
462.5,439,1,JNE3556,-5.353075171
425,404,1,JNE3576,-5.198019802
425,404,1,JNE3576,-5.198019802
425,404,1,JNE3576,-5.198019802
343.75,327,1,JNE3574,-5.122324159
343.75,327,1,JNE3574,-5.122324159
343.75,327,1,JNE3574,-5.122324159
343.75,327,1,JNE3574,-5.122324159
343.75,327,1,JNE3422,-5.122324159
343.75,327,1,JNE3422,-5.122324159
343.75,327,1,JNE3422,-5.122324159
343.75,327,1,JNE3422,-5.122324159
343.75,327,1,JNE3422,-5.122324159
356.25,338,1,JNE3429,-5.399408284
356.25,338,1,JNE3429,-5.399408284
356.25,338,1,JNE3429,-5.399408284
356.25,338,1,JNE3429,-5.399408284
356.25,338,1,JNE3429,-5.399408284
356.25,338,1,JNE3449,-5.399408284
356.25,338,1,JNE3449,-5.399408284
356.25,338,1,JNE3449,-5.399408284
362.5,344,1,JNE3722,-5.377906977
362.5,344,1,JNE3722,-5.377906977
362.5,344,1,JNE3722,-5.377906977
362.5,344,1,JNE3722,-5.377906977
362.5,344,1,JNE3722,-5.377906977
362.5,344,1,JNE3722,-5.377906977
387.5,368,1,JNE3534,-5.298913043
387.5,368,1,JNE3534,-5.298913043
387.5,368,1,JNE3534,-5.298913043
387.5,368,1,JNE3534,-5.298913043
387.5,368,1,JNE3534,-5.298913043
387.5,368,1,JNE3261,-5.298913043
387.5,368,1,JNE3261,-5.298913043
387.5,368,1,JNE3261,-5.298913043
387.5,368,1,JNE3261,-5.298913043
387.5,368,1,JNE3261,-5.298913043
387.5,368,1,JNE3261,-5.298913043
393.75,374,1,JNE3627,-5.280748663
393.75,374,1,JNE3627,-5.280748663
393.75,374,1,JNE3627,-5.280748663
393.75,374,1,JNE3627,-5.280748663
393.75,374,1,JNE3627,-5.280748663
393.75,374,1,JNE3627,-5.280748663
393.75,374,1,JNE3225,-5.280748663
393.75,374,1,JNE3225,-5.280748663
393.75,374,1,JNE3225,-5.280748663
425,404,1,JNE3363,-5.198019802
425,404,1,JNE3363,-5.198019802
425,404,1,JNE3363,-5.198019802
425,404,1,JNE3363,-5.198019802
425,404,1,JNE3363,-5.198019802
425,404,1,JNE3363,-5.198019802
431.25,410,1,J0132,-5.182926829
431.25,410,1,J0132,-5.182926829
431.25,410,1,J0132,-5.182926829
431.25,410,1,J0132,-5.182926829
431.25,410,1,J0132,-5.182926829
431.25,410,1,JNE3785,-5.182926829
431.25,410,1,JNE3785,-5.182926829
431.25,410,1,JNE3785,-5.182926829
431.25,410,1,JNE3785,-5.182926829
431.25,410,1,JNE3785,-5.182926829
462.5,439,1,JNE3555,-5.353075171
462.5,439,1,JNE3555,-5.353075171
462.5,439,1,JNE3555,-5.353075171
462.5,439,1,JNE3555,-5.353075171
462.5,439,1,JNE3555,-5.353075171
462.5,439,1,JNE3555,-5.353075171
462.5,439,1,JNE3560,-5.353075171
462.5,439,1,JNE3560,-5.353075171
462.5,439,1,JNE3560,-5.353075171
462.5,439,1,JNE3716,-5.353075171
462.5,439,1,JNE3716,-5.353075171
462.5,439,1,JNE3716,-5.353075171
462.5,439,1,JNE3788,-5.353075171
462.5,439,1,JNE3788,-5.353075171
462.5,439,1,JNE3788,-5.353075171
462.5,439,1,JNE3788,-5.353075171
462.5,439,1,JNE3788,-5.353075171
525,499,1,JNE3760,-5.210420842
525,499,1,JNE3760,-5.210420842
525,499,1,JNE3760,-5.210420842
525,499,1,JNE3770,-5.210420842
525,499,1,JNE3770,-5.210420842
525,499,1,JNE3770,-5.210420842
525,499,1,JNE3770,-5.210420842
525,499,1,JNE3770,-5.210420842
562.5,534,1,JNE3400,-5.337078652
562.5,534,1,JNE3400,-5.337078652
562.5,534,1,JNE3400,-5.337078652
562.5,534,1,JNE3400,-5.337078652
562.5,534,1,J0097,-5.337078652
562.5,534,1,J0097,-5.337078652
562.5,534,1,J0097,-5.337078652
562.5,534,1,J0097,-5.337078652
368.75,350,1,BTM039,-5.357142857
368.75,350,1,BTM039,-5.357142857
368.75,350,1,BTM039,-5.357142857
393.75,374,1,BTM038,-5.280748663
393.75,374,1,BTM038,-5.280748663
393.75,374,1,BTM038,-5.280748663
393.75,374,1,BTM046,-5.280748663
393.75,374,1,BTM046,-5.280748663
393.75,374,1,BTM046,-5.280748663
725,689,1,SET182,-5.224963716
725,689,1,SET182,-5.224963716
725,689,1,SET182,-5.224963716
725,689,1,SET182,-5.224963716
725,689,1,SET209,-5.224963716
725,689,1,SET209,-5.224963716
725,689,1,SET209,-5.224963716
725,689,1,SET209,-5.224963716
737.5,701,1,SET306,-5.206847361
737.5,701,1,SET306,-5.206847361
737.5,701,1,SET306,-5.206847361
737.5,701,1,SET306,-5.206847361
793.75,754,1,SET083,-5.271883289
793.75,754,1,SET083,-5.271883289
793.75,754,1,SET083,-5.271883289
793.75,754,1,SET083,-5.271883289
825,784,1,SET110,-5.229591837
825,784,1,SET110,-5.229591837
825,784,1,SET110,-5.229591837
825,784,1,SET110,-5.229591837
368.75,350,1,BTM042,-5.357142857
368.75,350,1,BTM042,-5.357142857
393.75,374,1,BTM043,-5.280748663
393.75,374,1,BTM043,-5.280748663
650,650,1,J0306,0
1237.5,1238,1,J0370,0.040387722
1237.5,1238,1,J0370,0.040387722
1237.5,1238,1,J0370,0.040387722
425,425,1,JNE3546,0
425,425,1,JNE3568,0
687.5,688,1,JNE3634,0.072674419
687.5,688,1,JNE3634,0.072674419
687.5,688,1,SET326,0.072674419
687.5,688,1,SET326,0.072674419
437.5,416,1,J0024,-5.168269231
1181.25,1122,1,J0110,-5.280748663
425,404,1,J0118,-5.198019802
425,404,1,J0118,-5.198019802
387.5,368,1,J0120,-5.298913043
562.5,534,1,J0197,-5.337078652
387.5,368,1,J0301,-5.298913043
537.5,511,1,J0336,-5.18590998
425,404,1,J0337,-5.198019802
425,404,1,J0344,-5.198019802
462.5,439,1,JNE3554,-5.353075171
425,404,1,JNE3639,-5.198019802
456.25,433,1,JNE3686,-5.369515012
587.5,558,1,PJNE1906,-5.286738351
650,618,1,PJNE2014,-5.177993528
900,855,1,SET098,-5.263157895
925,879,1,SET156,-5.233219568
1056.25,1003,1,SET171,-5.309072782
1587.5,1508,1,SET224,-5.271883289
812.5,772,1,SET226,-5.24611399
687.5,653,1,SET243,-5.28330781
925,879,1,SET268,-5.233219568
975,926,1,SET269,-5.291576674
612.5,582,1,SET287,-5.240549828
775,736,1,SET293,-5.298913043
650,618,1,SET328,-5.177993528
306.25,291,1,JNE2101,-5.240549828
306.25,291,1,JNE2101,-5.240549828
306.25,291,1,JNE2101,-5.240549828
306.25,291,1,JNE2101,-5.240549828
350,332,1,JNE3405,-5.421686747
350,332,1,JNE3405,-5.421686747
350,332,1,JNE3405,-5.421686747
350,332,1,JNE3405,-5.421686747
387.5,368,1,JNE3440,-5.298913043
387.5,368,1,JNE3440,-5.298913043
387.5,368,1,JNE3440,-5.298913043
387.5,368,1,JNE3440,-5.298913043
387.5,368,1,JNE3440,-5.298913043
387.5,368,1,JNE3440,-5.298913043
387.5,368,1,JNE3440,-5.298913043
387.5,368,1,JNE3440,-5.298913043
293.75,279,1,JNE3479,-5.286738351
293.75,279,1,JNE3479,-5.286738351
293.75,279,1,JNE3479,-5.286738351
293.75,279,1,JNE3479,-5.286738351
293.75,279,1,JNE3480,-5.286738351
293.75,279,1,JNE3480,-5.286738351
293.75,279,1,JNE3480,-5.286738351
293.75,279,1,JNE3480,-5.286738351
387.5,368,1,JNE3489,-5.298913043
387.5,368,1,JNE3489,-5.298913043
387.5,368,1,JNE3489,-5.298913043
387.5,368,1,JNE3489,-5.298913043
387.5,368,1,JNE3489,-5.298913043
387.5,368,1,JNE3489,-5.298913043
387.5,368,1,JNE3489,-5.298913043
387.5,368,1,JNE3489,-5.298913043
425,404,1,JNE3546,-5.198019802
425,404,1,JNE3546,-5.198019802
425,404,1,JNE3546,-5.198019802
425,404,1,JNE3546,-5.198019802
425,404,1,JNE3546,-5.198019802
425,404,1,JNE3546,-5.198019802
425,404,1,JNE3546,-5.198019802
425,404,1,JNE3546,-5.198019802
462.5,439,1,JNE3622,-5.353075171
462.5,439,1,JNE3622,-5.353075171
462.5,439,1,JNE3622,-5.353075171
462.5,439,1,JNE3622,-5.353075171
462.5,439,1,JNE3622,-5.353075171
462.5,439,1,JNE3622,-5.353075171
462.5,439,1,JNE3622,-5.353075171
462.5,439,1,JNE3622,-5.353075171
462.5,439,1,JNE3701,-5.353075171
462.5,439,1,JNE3701,-5.353075171
462.5,439,1,JNE3701,-5.353075171
462.5,439,1,JNE3701,-5.353075171
462.5,439,1,JNE3701,-5.353075171
462.5,439,1,JNE3701,-5.353075171
462.5,439,1,JNE3701,-5.353075171
462.5,439,1,JNE3701,-5.353075171
537.5,511,1,JNE3736,-5.18590998
537.5,511,1,JNE3736,-5.18590998
537.5,511,1,JNE3736,-5.18590998
537.5,511,1,JNE3736,-5.18590998
525,499,1,JNE3775,-5.210420842
525,499,1,JNE3775,-5.210420842
525,499,1,JNE3775,-5.210420842
525,499,1,JNE3775,-5.210420842
562.5,534,1,JNE3790,-5.337078652
562.5,534,1,JNE3790,-5.337078652
562.5,534,1,JNE3790,-5.337078652
562.5,534,1,JNE3790,-5.337078652
562.5,534,1,JNE3790,-5.337078652
562.5,534,1,JNE3790,-5.337078652
562.5,534,1,JNE3790,-5.337078652
562.5,534,1,JNE3790,-5.337078652
587.5,558,1,JNE3793,-5.286738351
587.5,558,1,JNE3793,-5.286738351
587.5,558,1,JNE3793,-5.286738351
587.5,558,1,JNE3793,-5.286738351
587.5,558,1,JNE3793,-5.286738351
587.5,558,1,JNE3793,-5.286738351
587.5,558,1,JNE3793,-5.286738351
587.5,558,1,JNE3793,-5.286738351
687.5,653,1,SET044,-5.28330781
687.5,653,1,SET044,-5.28330781
687.5,653,1,SET044,-5.28330781
687.5,653,1,SET044,-5.28330781
900,855,1,SET098,-5.263157895
900,855,1,SET098,-5.263157895
900,855,1,SET098,-5.263157895
900,855,1,SET098,-5.263157895
825,784,1,SET144,-5.229591837
825,784,1,SET144,-5.229591837
825,784,1,SET144,-5.229591837
825,784,1,SET144,-5.229591837
725,689,1,SET182,-5.224963716
725,689,1,SET182,-5.224963716
725,689,1,SET182,-5.224963716
725,689,1,SET182,-5.224963716
737.5,701,1,SET194,-5.206847361
737.5,701,1,SET194,-5.206847361
737.5,701,1,SET194,-5.206847361
737.5,701,1,SET194,-5.206847361
506.25,481,1,SET205,-5.249480249
506.25,481,1,SET205,-5.249480249
506.25,481,1,SET205,-5.249480249
506.25,481,1,SET205,-5.249480249
656.25,623,1,SET232,-5.337078652
656.25,623,1,SET232,-5.337078652
656.25,623,1,SET232,-5.337078652
656.25,623,1,SET232,-5.337078652
750,712,1,SET236,-5.337078652
750,712,1,SET236,-5.337078652
750,712,1,SET236,-5.337078652
750,712,1,SET236,-5.337078652
593.75,564,1,SET246,-5.274822695
593.75,564,1,SET246,-5.274822695
593.75,564,1,SET246,-5.274822695
593.75,564,1,SET246,-5.274822695
887.5,843,1,SET252,-5.278766311
887.5,843,1,SET252,-5.278766311
887.5,843,1,SET252,-5.278766311
887.5,843,1,SET252,-5.278766311
743.75,707,1,SET262,-5.198019802
743.75,707,1,SET262,-5.198019802
743.75,707,1,SET262,-5.198019802
743.75,707,1,SET262,-5.198019802
925,879,1,SET267,-5.233219568
925,879,1,SET267,-5.233219568
925,879,1,SET267,-5.233219568
925,879,1,SET267,-5.233219568
687.5,3266,5,SET273,78.94978567
687.5,653,1,SET273,-5.28330781
612.5,582,1,SET285,-5.240549828
612.5,582,1,SET285,-5.240549828
612.5,582,1,SET285,-5.240549828
612.5,582,1,SET285,-5.240549828
425,404,1,BTM002,-5.198019802
1125,1069,1,J0009,-5.238540692
618.75,588,1,J0086,-5.229591837
618.75,588,1,J0086,-5.229591837
618.75,588,1,J0086,-5.229591837
618.75,588,1,J0086,-5.229591837
618.75,588,1,J0086,-5.229591837
693.75,659,1,J0090,-5.273141123
718.75,683,1,J0094,-5.234260615
718.75,683,1,J0094,-5.234260615
718.75,683,1,J0094,-5.234260615
718.75,1366,2,J0094,47.38286969
718.75,683,1,J0094,-5.234260615
718.75,683,1,J0094,-5.234260615
718.75,1366,2,J0094,47.38286969
418.75,398,1,J0131,-5.213567839
456.25,433,1,J0133,-5.369515012
562.5,534,1,J0157,-5.337078652
687.5,653,1,J0158,-5.28330781
425,404,1,J0172,-5.198019802
425,404,1,J0172,-5.198019802
1625,1544,1,J0237,-5.24611399
1037.5,986,1,J0252,-5.223123732
850,808,1,J0295,-5.198019802
425,404,1,J0307,-5.198019802
1550,1472,1,J0382,-5.298913043
687.5,653,1,JNE3160,-5.28330781
475,451,1,JNE3252,-5.321507761
975,926,1,JNE3798,-5.291576674
750,712,1,SET225,-5.337078652
750,712,1,SET225,-5.337078652
750,712,1,SET225,-5.337078652
750,712,1,SET225,-5.337078652
925,879,1,SET268,-5.233219568
687.5,653,1,SET286,-5.28330781
687.5,653,1,SET286,-5.28330781
687.5,653,1,SET286,-5.28330781
1162.5,1104,1,SET300,-5.298913043
1512.5,1437,1,SET378,-5.254001392
850,808,1,SET392,-5.198019802
374,1776,5,JNE3839,78.94144144
374,1776,5,JNE3840,78.94144144
374,1776,5,JNE3843,78.94144144
374,1776,5,JNE3844,78.94144144
374,1776,5,JNE3845,78.94144144
374,1776,5,JNE3846,78.94144144
299,1420,5,JNE3848,78.94366197
299,1420,5,JNE3849,78.94366197
393.75,374,1,J0073,-5.280748663
718.75,683,1,J0094,-5.234260615
1350,1282,1,J0242,-5.304212168
1350,1282,1,J0242,-5.304212168
1162.5,1104,1,J0247,-5.298913043
1125,1125,1,J0009,0
1312.5,1312,1,J0014,-0.038109756
2087.5,2088,1,J0228,0.02394636
1937.5,1938,1,J0238,0.025799794
1475,1475,1,J0243,0
1162.5,1162,1,J0247,-0.04302926
1037.5,1038,1,J0251,0.048169557
1037.5,1038,1,J0252,0.048169557
1037.5,1038,1,J0252,0.048169557
650,650,1,J0352,0
775,775,1,J0399,0
975,975,1,SET264,0
975,975,1,SET264,0
975,975,1,SET265,0
975,975,1,SET265,0
925,925,1,SET266,0
925,925,1,SET267,0
925,925,1,SET267,0
612.5,612,1,SET285,-0.081699346
775,775,1,SET293,0
1000,1000,1,SET320,0
1237.5,1238,1,SET322,0.040387722
1162.5,1162,1,SET323,-0.04302926
650,650,1,SET331,0
1312.5,1312,1,SET344,-0.038109756
975,975,1,SET353,0
1625,1625,1,SET355,0
1550,1550,1,SET358,0
1550,1550,1,SET363,0
1350,1350,1,SET393,0
1475,1475,1,SET394,0
812.5,812,1,SET405,-0.061576355
887.5,888,1,SET252,0.056306306
887.5,1775,2,SET252,50
887.5,888,1,SET251,0.056306306
887.5,888,1,SET251,0.056306306
1350,1350,1,SET304,0
1075,1075,1,SET333,0
1312.5,1312,1,SET172,-0.038109756
887.5,888,1,SET251,0.056306306
1075,1021,1,J0254,-5.288932419
1075,1021,1,J0254,-5.288932419
968.75,920,1,J0278,-5.298913043
812.5,772,1,J0373,-5.24611399
462.5,439,1,JNE3554,-5.353075171
462.5,439,1,JNE3556,-5.353075171
462.5,439,1,JNE3556,-5.353075171
593.75,564,1,JNE3562,-5.274822695
593.75,564,1,JNE3563,-5.274822695
356.25,338,1,JNE3616,-5.399408284
356.25,338,1,JNE3616,-5.399408284
462.5,439,1,JNE3716,-5.353075171
525,499,1,JNE3718,-5.210420842
525,499,1,JNE3718,-5.210420842
362.5,344,1,JNE3722,-5.377906977
362.5,344,1,JNE3722,-5.377906977
737.5,701,1,JNE3727,-5.206847361
562.5,534,1,JNE3739,-5.337078652
562.5,534,1,JNE3739,-5.337078652
587.5,558,1,JNE3756,-5.286738351
306.25,291,1,JNE3773,-5.240549828
562.5,534,1,JNE3780,-5.337078652
562.5,534,1,JNE3790,-5.337078652
562.5,534,1,JNE3790,-5.337078652
687.5,653,1,SET286,-5.28330781
812.5,772,1,SET290,-5.24611399
812.5,772,1,SET290,-5.24611399
812.5,772,1,SET290,-5.24611399
1350,1282,1,SET304,-5.304212168
1312.5,1247,1,SET316,-5.252606255
737.5,701,1,SET332,-5.206847361
925,925,1,J0006,0
387.5,388,1,JNE3489,0.128865979
387.5,388,1,JNE3489,0.128865979
462.5,462,1,JNE3697,-0.108225108
850,850,1,J0295,0
850,850,1,J0396,0
775,775,1,J0207,0
743.75,744,1,J0093,0.033602151
775,775,1,JNE3861,0
462.5,462,1,JNE3566,-0.108225108
718.75,719,1,J0094,0.034770515
425,425,1,BTM026,0
362.5,362,1,JNE3405,-0.138121547
387.5,388,1,JNE3489,0.128865979
462.5,462,1,JNE3555,-0.108225108
362.5,362,1,JNE3567,-0.138121547
362.5,362,1,JNE3567,-0.138121547
425,425,1,JNE3576,0
425,425,1,JNE3576,0
462.5,462,1,JNE3628,-0.108225108
500,500,1,JNE3674,0
462.5,462,1,JNE3687,-0.108225108
462.5,462,1,JNE3687,-0.108225108
562.5,562,1,JNE3691,-0.088967972
500,500,1,JNE3759,0
1000,1000,1,SET043,0
588,588,1,SET204,0
750,750,1,SET236,0
850,850,1,SET253,0
850,850,1,SET295,0
737.5,738,1,SET375,0.067750678
425,425,1,JNE3364,0
425,425,1,JNE3364,0
425,425,1,JNE3364,0
425,425,1,JNE3364,0
425,425,1,JNE3364,0
425,425,1,JNE3364,0
425,425,1,JNE3365,0
425,425,1,JNE3365,0
425,425,1,JNE3365,0
425,425,1,JNE3365,0
425,425,1,JNE3365,0
425,425,1,JNE3365,0
425,425,1,JNE3366,0
425,425,1,JNE3366,0
425,425,1,JNE3366,0
425,425,1,JNE3366,0
425,425,1,JNE3366,0
425,425,1,JNE3366,0
337.5,338,1,JNE3384,0.147928994
337.5,338,1,JNE3384,0.147928994
337.5,338,1,JNE3384,0.147928994
337.5,338,1,JNE3384,0.147928994
337.5,338,1,JNE3384,0.147928994
337.5,338,1,JNE3384,0.147928994
425,425,1,JNE3435,0
425,425,1,JNE3435,0
425,425,1,JNE3435,0
425,425,1,JNE3435,0
425,425,1,JNE3435,0
425,425,1,JNE3435,0
387.5,388,1,JNE3440,0.128865979
387.5,388,1,JNE3440,0.128865979
387.5,388,1,JNE3440,0.128865979
387.5,388,1,JNE3440,0.128865979
387.5,388,1,JNE3440,0.128865979
387.5,388,1,JNE3440,0.128865979
462.5,462,1,JNE3547,-0.108225108
462.5,462,1,JNE3547,-0.108225108
462.5,462,1,JNE3547,-0.108225108
462.5,462,1,JNE3547,-0.108225108
462.5,462,1,JNE3547,-0.108225108
462.5,462,1,JNE3547,-0.108225108
462.5,462,1,JNE3548,-0.108225108
462.5,462,1,JNE3548,-0.108225108
462.5,462,1,JNE3548,-0.108225108
462.5,462,1,JNE3548,-0.108225108
462.5,462,1,JNE3548,-0.108225108
462.5,462,1,JNE3548,-0.108225108
462.5,462,1,JNE3554,-0.108225108
462.5,462,1,JNE3554,-0.108225108
462.5,462,1,JNE3554,-0.108225108
462.5,462,1,JNE3554,-0.108225108
462.5,462,1,JNE3554,-0.108225108
462.5,462,1,JNE3555,-0.108225108
462.5,462,1,JNE3555,-0.108225108
462.5,462,1,JNE3555,-0.108225108
462.5,462,1,JNE3555,-0.108225108
462.5,462,1,JNE3555,-0.108225108
462.5,462,1,JNE3555,-0.108225108
462.5,462,1,JNE3556,-0.108225108
462.5,462,1,JNE3556,-0.108225108
462.5,462,1,JNE3556,-0.108225108
462.5,462,1,JNE3556,-0.108225108
462.5,462,1,JNE3556,-0.108225108
462.5,462,1,JNE3556,-0.108225108
425,425,1,JNE3564,0
425,425,1,JNE3564,0
425,425,1,JNE3564,0
425,425,1,JNE3564,0
425,425,1,JNE3564,0
425,425,1,JNE3564,0
587.5,588,1,PJNE3364,0.085034014
587.5,588,1,PJNE3364,0.085034014
587.5,588,1,PJNE3364,0.085034014
537.5,538,1,PJNE3440,0.092936803
537.5,538,1,PJNE3440,0.092936803
537.5,538,1,PJNE3440,0.092936803
975,975,1,SET269,0
975,975,1,SET269,0
737.5,738,1,SET199,0.067750678
737.5,738,1,SET199,0.067750678
737.5,738,1,SET199,0.067750678
737.5,738,1,SET194,0.067750678
737.5,738,1,SET194,0.067750678
737.5,738,1,SET194,0.067750678
1237.5,1238,1,J0282,0.040387722
887.5,888,1,SET197,0.056306306
887.5,1775,2,SET197,50
887.5,888,1,SET197,0.056306306
887.5,888,1,SET197,0.056306306
1000,1000,1,SET043,0
1000,1000,1,SET043,0
1237.5,1238,1,J0371,0.040387722
687.5,688,1,SET329,0.072674419
687.5,688,1,SET329,0.072674419
687.5,688,1,SET326,0.072674419
687.5,688,1,SET326,0.072674419
737.5,738,1,SET306,0.067750678
775,775,1,SET293,0
775,775,1,SET293,0
850,850,1,SET295,0
1312.5,1312,1,SET301,-0.038109756
737.5,738,1,SET339,0.067750678
612.5,612,1,SET351,-0.081699346
650,650,1,SET374,0
650,650,1,SET374,0
1075,1075,1,SET333,0
331.25,331,1,JNE3667,-0.075528701
412.5,412,1,JNE3676,-0.121359223
1475,1475,1,SET388,0
587.5,588,1,SET204,0.085034014
1425,1425,1,SET276,0
925,925,1,J0005,0
356.25,356,1,JNE3545,-0.070224719
587.5,588,1,PJNE1906,0.085034014
587.5,588,1,PJNE2100,0.085034014
775,775,1,PJNE2171,0
737.5,738,1,PJ0096,0.067750678
1181.25,1181,1,J0236,-0.021168501
775,775,1,J0341,0
975,975,1,JNE3798,0
812.5,812,1,SET297,-0.061576355
1000,1000,1,SET320,0
1162.5,1162,1,SET300,-0.04302926
1350,1350,1,SET304,0
1037.5,1038,1,J0252,0.048169557
775,775,1,PJNE2171,0
1162.5,1162,1,SET300,-0.04302926
537.5,538,1,PJNE3440,0.092936803
887.5,888,1,J0398,0.056306306
812.5,812,1,SET297,-0.061576355
1862.5,1862,1,J0226,-0.026852846
1037.5,1038,1,J0250,0.048169557
650,650,1,JNE3813,0
1237.5,1238,1,SET282,0.040387722
1625,1625,1,SET355,0
887.5,888,1,J0401,0.056306306
1075,1075,1,J0397,0
1075,1075,1,J0397,0
1137.5,1138,1,SET311,0.043936731
850,850,1,SET372,0
462.5,462,1,PJNE3405,-0.108225108
775,775,1,JNE3861,0
687.5,688,1,JNE3870,0.072674419
462.5,462,1,PJNE3568,-0.108225108
315,315,1,BTM002,0
903,2709,3,J0147,66.66666667
825,825,1,SET251,0
315,315,1,BTM002,0
431,431,1,JNE3546,0
825,825,1,SET251,0
825,825,1,SET252,0
450,450,1,JNE3560,0
428,428,1,BTM039,0
315,315,1,BTM002,0
428,428,1,BTM039,0
499,998,2,MEN5029,50
499,1497,3,MEN5029,66.66666667
499,499,1,MEN5029,0
499,499,1,MEN5029,0
524,1048,2,MEN5003,50
524,1572,3,MEN5003,66.66666667
524,524,1,MEN5003,0
561,1122,2,MEN5013,50
561,1683,3,MEN5013,66.66666667
561,561,1,MEN5013,0
499,998,2,MEN5027,50
499,998,2,MEN5027,50
499,499,1,MEN5027,0
499,499,1,MEN5027,0
499,499,1,MEN5027,0
1328,2656,2,J0246,50
1328,2656,2,J0246,50
1328,1328,1,J0246,0
1328,1328,1,J0246,0
1328,1328,1,J0246,0
1328,1328,1,J0246,0
1406,2812,2,J0012,50
1406,2812,2,J0012,50
1406,1406,1,J0012,0
1406,1406,1,J0012,0
1406,1406,1,J0012,0
1406,1406,1,J0012,0
1133,3399,3,J0009,66.66666667
1133,1133,1,J0009,0
561,1122,2,MEN5014,50
561,1122,2,MEN5014,50
561,561,1,MEN5014,0
561,561,1,MEN5014,0
561,561,1,MEN5014,0
469,938,2,JNE2100,50
469,938,2,JNE2100,50
469,469,1,JNE2100,0
469,469,1,JNE2100,0
469,469,1,JNE2100,0
469,469,1,JNE2100,0
931,1862,2,SET268,50
931,1862,2,SET268,50
931,931,1,SET268,0
931,931,1,SET268,0
931,931,1,SET268,0
931,931,1,SET268,0
931,2793,3,SET267,66.66666667
494,988,2,JNE3741,50
494,988,2,JNE3741,50
494,494,1,JNE3741,0
494,494,1,JNE3741,0
494,494,1,JNE3741,0
494,494,1,JNE3741,0
931,931,1,SET266,0
931,931,1,SET266,0
931,931,1,SET266,0
931,931,1,SET266,0
390,390,1,J0120,0
931,1862,2,SET268,50
931,4655,5,SET268,80
931,4655,5,SET268,80
931,3724,4,SET268,75
931,3724,4,SET268,75
931,931,1,SET268,0
931,931,1,SET268,0
1719,1719,1,J0285,0
1719,1719,1,J0285,0
744,744,1,SET194,0
670,650,1,J0145,-3.076923077
670,650,1,J0145,-3.076923077
670,650,1,J0145,-3.076923077
670,650,1,J0145,-3.076923077
820,795,1,J0211,-3.144654088
820,795,1,J0211,-3.144654088
820,795,1,J0211,-3.144654088
820,795,1,J0211,-3.144654088
820,795,1,J0211,-3.144654088
469,910,2,JNE2032,48.46153846
469,910,2,JNE2032,48.46153846
469,910,2,JNE2032,48.46153846
469,910,2,JNE2032,48.46153846
469,910,2,JNE2032,48.46153846
623,604,1,JNE3273,-3.145695364
623,604,1,JNE3273,-3.145695364
623,604,1,JNE3273,-3.145695364
623,604,1,JNE3273,-3.145695364
623,604,1,JNE3273,-3.145695364
494,958,2,JNE3432,48.434238
494,958,2,JNE3432,48.434238
494,958,2,JNE3432,48.434238
494,958,2,JNE3432,48.434238
494,958,2,JNE3432,48.434238
431,418,1,JNE3434,-3.110047847
431,418,1,JNE3434,-3.110047847
431,418,1,JNE3434,-3.110047847
431,418,1,JNE3434,-3.110047847
431,418,1,JNE3434,-3.110047847
431,418,1,JNE3435,-3.110047847
431,418,1,JNE3435,-3.110047847
431,418,1,JNE3435,-3.110047847
431,418,1,JNE3435,-3.110047847
431,418,1,JNE3435,-3.110047847
431,836,2,JNE3489,48.44497608
431,836,2,JNE3489,48.44497608
431,836,2,JNE3489,48.44497608
431,836,2,JNE3489,48.44497608
431,836,2,JNE3489,48.44497608
291,282,1,JNE3497,-3.191489362
291,282,1,JNE3497,-3.191489362
291,282,1,JNE3497,-3.191489362
650,630,1,JNE3500,-3.174603175
650,630,1,JNE3500,-3.174603175
650,630,1,JNE3500,-3.174603175
650,630,1,JNE3500,-3.174603175
650,630,1,JNE3500,-3.174603175
450,873,2,JNE3555,48.45360825
